Account No,Coding ID,Archival_Culture_Name,Possible_GJB_All_cid_Matches,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38
32832,,ILA,,,,4,2,4,4,5,5,3,3,3,3,3,2,1,111,111,111,1,1,2,1,1,3,1,2,1,2,1,3,2,1,3,1,2,4,2,4
6327108,,ILI-MANDIRI,62591,,,5,5,4,5,4,2,2,3,3,2,1,2,3,111,111,111,2,111,2,3,1,3,3,1,2,3,3,1,111,1,4,0,3,111,111,2
47682,,INCA,,,,7,5,4,5,4,5,2,6,3,3,1,2,3,111,111,111,2,3,4,4,3,3,2,2,1,2,3,2,2,111,4,2,5,111,2,4
8436803,,INGALIK,,,,111,2,2,4,2,1,1,1,111,111,111,1,3,111,111,111,111,2,4,3,3,1,2,2,1,2,3,3,2,111,2,0,1,1,2,2
60482,,INGASSANA,,,,111,5,4,5,4,5,3,5,3,3,3,111,111,111,111,111,2,111,1,4,1,2,2,2,111,111,111,2,2,111,111,1,1,111,111,111
12594500,,IOWA,,,,111,2,3,5,1,5,1,3,3,111,111,1,111,111,111,111,2,111,4,3,3,3,3,1,111,111,111,111,1,1,3,0,2,4,111,3
14716228,,IRANIANS,17249,,,8,5,8,5,5,5,3,6,3,3,3,2,3,111,111,111,2,3,2,3,1,3,3,1,111,111,111,3,3,111,111,0,5,6,4,4
23875,,IRAQW,,,,3,5,4,5,5,5,4,5,3,3,3,2,3,111,111,111,111,111,2,3,3,3,1,2,2,3,3,111,1,111,111,1,2,1,111,111
67,,IRISH,50245,,,8,5,7,5,4,5,3,5,3,3,3,2,3,111,111,111,2,3,5,4,2,3,2,2,2,3,3,3,3,2,4,2,3,111,4,4
2144836,,IROQUOIS,17282,,,4,5,3,4,2,3,1,3,3,111,111,1,1,111,111,111,1,1,4,4,1,1,1,2,111,111,1,1,2,1,1,0,3,4,2,3
4224580,,ISALA,,,,111,5,4,5,4,4,2,3,3,3,1,111,111,111,111,111,111,111,2,2,1,3,1,2,2,3,3,1,2,1,3,0,1,4,111,111
4232516,,ISHIGAKIANS,,,,111,111,3,5,5,3,2,111,111,111,111,111,111,111,111,111,111,111,4,4,2,3,3,1,111,111,111,111,3,111,111,0,111,111,111,111
55619,,ISLETA,,,,6,5,3,4,4,5,1,6,3,111,111,1,111,111,111,111,2,111,4,4,3,2,2,2,2,2,2,2,2,2,1,0,1,6,1,3
4220740,,ISOKO,,,,111,6,4,4,5,2,2,3,1,2,1,2,1,111,111,111,2,111,2,2,1,3,3,1,2,3,111,1,2,1,3,0,2,3,2,111
8414788,,ITSEKIRI,,,,111,5,2,4,4,1,2,3,3,2,1,2,3,111,111,111,111,1,4,2,111,3,2,2,111,111,3,1,111,1,4,0,2,3,2,111
4209988,,IWA,,,,3,5,4,5,4,5,2,3,3,2,1,2,2,111,111,111,111,111,2,1,111,3,3,1,2,3,3,1,111,1,4,0,3,4,2,111
4233796,,JACALTEC,,,,111,111,3,5,4,5,1,111,111,111,111,111,111,111,111,111,111,111,4,4,3,3,111,1,111,111,111,111,3,111,111,0,111,111,111,111
4245060,,JAMAICA,17480,,,8,6,4,5,5,5,2,5,111,3,3,111,111,111,111,111,2,1,4,3,1,3,2,2,2,2,2,111,111,111,5,0,111,111,4,111
12604996,,JANJERO,,,,111,5,7,5,5,5,2,5,1,3,3,2,3,111,111,111,111,111,2,3,3,3,3,1,2,3,3,111,111,1,4,0,4,4,3,111
27971,,JAPANESE,62405,,,8,6,8,5,5,5,2,6,3,3,3,2,3,111,111,111,2,3,3,4,2,3,2,2,2,3,3,3,3,111,4,2,5,6,2,4
22594,,JAVANESE,17557,,,7,6,8,5,5,5,2,6,3,3,1,2,2,111,111,111,2,3,4,3,3,2,2,2,2,2,2,3,3,111,4,2,5,6,1,3
4219204,,JEBALA,,,,7,5,8,5,5,5,4,6,3,3,3,111,111,111,111,111,111,111,2,4,1,3,3,1,2,2,2,3,111,111,111,0,3,1,4,111
8438083,,JEMEZ,,,,5,5,3,4,3,5,1,6,3,111,111,1,3,111,111,111,2,111,4,4,3,2,1,1,111,111,3,2,3,1,1,1,1,6,111,3
8420420,,JIBU,,,,111,111,3,5,5,4,2,111,111,111,111,111,111,111,111,111,111,111,1,4,1,1,2,2,2,1,1,111,2,111,111,0,111,4,111,111
6330948,,JICAQUE,,,,111,111,3,5,4,3,1,111,111,111,111,111,111,111,111,111,111,111,111,2,111,2,2,2,111,111,111,3,111,111,111,0,111,111,111,111
56387,,JICARILLA,,,,111,2,2,2,2,4,1,3,3,111,111,1,3,111,111,111,2,2,4,2,1,1,2,2,2,2,2,3,2,111,1,0,1,4,1,3
14714180,,JIE,,,,111,2,4,5,5,5,3,3,3,3,3,1,1,111,111,111,1,2,2,1,1,3,3,1,111,111,3,3,111,1,2,0,2,111,3,111
4229188,,JIMMA,,,,111,5,7,5,5,5,3,5,3,3,3,2,3,111,111,111,111,111,2,2,1,3,3,1,2,3,3,111,3,1,5,0,4,1,4,111
16195,,JIVARO,17667,,,1,5,3,4,3,4,1,3,1,111,111,1,1,111,111,111,2,2,1,2,111,1,2,2,1,2,3,3,2,2,1,1,1,1,1,1
8441667,,JORDANIANS,,,,8,5,7,5,5,5,3,5,3,3,3,111,111,111,111,111,111,3,2,3,3,3,3,1,2,2,2,3,3,111,111,0,3,111,4,111
58946,,JUKUN,,,,111,5,4,5,4,4,2,3,3,2,1,2,3,111,111,111,111,111,2,3,1,2,2,2,2,3,3,3,2,1,4,2,1,4,111,4
6325060,,JUR,,,,4,5,4,5,4,4,2,3,3,3,3,2,1,111,111,111,1,111,2,1,111,3,3,1,2,3,3,1,111,1,2,0,2,6,111,111
12591684,,KABABISH,,,,111,1,5,5,4,5,4,2,111,3,3,111,111,111,111,111,2,111,2,1,1,3,3,1,1,2,2,111,3,111,111,0,3,111,4,111
8419396,,KABRE,17755,,,111,4,4,5,4,4,2,5,3,3,1,2,1,111,111,111,1,111,1,1,111,3,3,1,2,3,3,1,111,1,2,0,1,5,2,111
24643,,KABYLE,17766,,,5,5,7,5,5,5,3,5,3,3,3,2,2,111,111,111,2,111,2,3,1,3,3,1,2,3,2,1,111,111,111,2,4,6,4,111
10523972,,KACHARI,12381,,,111,111,3,5,4,4,2,111,111,111,111,111,111,111,111,111,111,111,2,3,1,3,3,1,111,111,111,111,111,111,111,0,111,111,111,111
30275,,KACHIN,17661,,,3,5,4,4,4,5,2,3,3,3,1,2,3,111,111,111,2,1,2,3,1,3,3,1,2,3,3,1,2,1,4,2,2,4,3,111
8420164,,KADARA,,,,111,5,4,5,4,5,2,5,3,2,1,111,3,111,111,111,111,1,1,1,1,3,3,1,2,3,3,1,1,1,2,0,2,4,2,111
22340,,KAFA,,,,111,5,7,4,4,5,2,5,3,3,3,2,111,111,111,111,111,3,2,2,111,3,3,1,2,3,3,111,3,111,4,0,5,111,2,111
12614468,,KAGORO,,,,111,5,4,5,4,5,2,5,3,2,1,111,3,111,111,111,111,2,2,1,1,3,3,1,2,3,3,1,2,1,2,0,2,111,2,111
10525508,,KAGURU,,,,111,5,4,5,4,4,2,3,3,3,3,2,2,111,111,111,111,111,2,3,3,1,1,1,111,111,1,1,2,1,2,0,2,4,2,111
12588100,,KAIBAB,24575,,,1,2,1,1,2,5,1,6,3,111,111,1,1,111,111,111,2,1,4,3,3,3,2,2,2,3,2,3,2,111,1,0,1,2,111,3
48708,,KAKOLI,17865,,,4,5,4,4,4,5,2,6,3,1,111,1,1,111,111,111,1,1,3,3,2,3,3,1,2,3,3,1,2,1,1,0,1,2,2,4
34116,,KAKWA,,,,111,5,4,5,5,5,2,3,3,3,3,111,111,111,111,111,111,111,2,1,111,3,3,1,111,111,111,1,111,1,1,0,2,111,2,111
6327876,,KALINGA,17898,,,5,4,4,5,3,4,2,6,3,3,1,2,2,111,111,111,1,2,4,4,1,1,2,2,2,2,2,3,3,2,2,0,2,2,2,1
12585540,,KALISPEL,,,,111,2,2,2,2,2,1,1,111,111,111,1,3,111,111,111,1,2,4,2,1,3,2,2,111,111,111,3,111,111,1,0,1,111,111,3
63553,,KALMYK,17920; 17931,,,111,2,5,5,4,4,4,2,3,3,3,2,3,111,111,111,2,111,3,4,1,3,3,1,1,2,3,1,1,111,3,2,4,4,111,111
16964,,KAMBA,62313,,,111,4,4,5,4,5,3,5,3,3,3,2,1,111,111,111,111,1,2,1,1,3,3,1,2,3,3,1,111,111,111,0,2,1,2,111
56899,,KAMIA,,,,111,5,3,3,3,3,1,5,3,111,111,1,2,111,111,111,111,111,4,3,3,3,3,1,1,2,2,3,2,1,1,0,2,2,1,3
4225604,,KAMUKU,,,,111,5,4,5,5,4,2,5,3,2,1,2,111,111,111,111,1,3,2,1,111,3,3,1,2,3,3,1,111,111,2,0,111,111,2,2
23364,,KANEMBU,,,,111,5,4,5,5,4,3,5,3,3,3,2,3,111,111,111,111,111,3,2,1,3,2,2,2,3,2,3,111,2,4,0,2,111,4,111
4217668,,KANURI,,,,7,6,4,4,5,4,2,5,3,3,3,2,2,111,111,111,2,3,2,1,111,3,2,2,2,2,2,1,111,1,4,0,4,6,4,111
2137156,,KAOKA,,,,3,4,6,5,5,2,2,4,1,1,111,1,2,111,111,111,111,3,2,4,3,1,1,1,1,2,1,1,2,1,1,0,1,5,1,111
8403524,,KAONDE,62573,,,111,5,3,5,2,3,1,3,3,111,111,111,111,111,111,111,111,111,4,1,111,1,1,1,2,1,1,3,2,1,2,0,2,4,111,111
25666,,KAPAUKU,,,,2,5,4,5,4,4,2,3,1,1,111,1,2,111,111,111,2,1,2,2,1,3,3,1,111,111,111,1,2,1,2,0,2,5,2,111
14715204,,KAPINGAMARAN,15060,,,111,5,6,5,5,2,2,4,1,1,111,1,1,111,111,111,1,1,4,3,1,2,2,2,2,2,2,3,2,2,3,0,2,4,1,111
2129988,,KAPSIKI,,,,111,5,4,5,5,5,2,5,3,2,1,2,2,111,111,111,2,111,2,1,111,3,3,1,2,3,3,1,111,1,2,0,2,4,2,111
17220,,KARA,,,,4,4,4,5,5,3,3,5,3,3,3,111,111,111,111,111,111,111,4,3,3,3,3,1,2,3,3,111,2,1,1,0,1,111,111,111
8426564,,KARAMOJONG,,,,111,111,3,5,5,5,4,111,111,111,111,111,111,111,111,111,111,111,2,1,1,3,3,1,111,111,111,111,111,111,111,0,111,111,111,111
12589892,,KARANKAWA,,,,111,1,2,2,2,2,1,1,111,111,111,1,3,111,111,111,111,111,1,3,3,2,2,2,1,2,111,111,111,111,1,0,2,4,111,2
12593732,,KAREKARE,,,,3,4,4,4,4,5,2,3,3,3,1,111,111,111,111,111,1,1,2,1,1,3,3,1,2,3,3,1,2,1,2,0,2,111,111,111
46659,,KAREN,24069,,,111,5,4,5,4,3,2,6,3,3,1,1,2,111,111,111,111,111,4,4,3,1,2,2,2,2,2,3,3,2,3,1,1,4,2,1
4194628,,KAROK,,,,111,5,1,2,4,1,1,1,111,111,111,1,1,111,111,111,111,2,2,3,1,3,2,2,111,111,111,3,2,2,3,0,1,1,1,3
8400964,,KASENA,18151,,,111,5,4,4,4,5,2,3,3,3,1,2,3,111,111,111,2,111,2,1,1,3,3,1,2,3,3,1,2,1,111,0,2,4,111,111
8423492,,KASHMIRI,18173,,,8,5,8,4,5,4,2,6,3,3,3,2,3,111,111,111,2,3,2,3,1,3,3,1,2,3,3,3,3,111,4,0,4,111,4,2
10819,,KASKA,,,,2,2,2,4,2,1,1,1,111,111,111,1,2,111,111,111,111,1,1,4,1,1,1,1,111,111,3,1,1,111,1,1,1,1,1,3
29252,,KASONKE,,,,111,5,4,4,5,4,3,3,3,3,3,111,111,111,111,111,1,111,2,2,1,3,3,1,2,3,3,111,111,1,4,0,3,111,111,111
24641,,KATAB,,,,4,5,4,3,4,4,2,5,3,2,1,1,3,111,111,111,1,111,4,1,1,3,3,1,2,3,3,1,2,1,2,0,1,3,3,111
8452675,,KATIKITEGO,,,,2,2,2,2,2,2,1,1,111,111,111,1,3,111,111,111,2,3,4,3,1,3,3,1,111,111,2,3,2,1,1,0,1,4,2,3
6340164,,KAULONG,19097,,,1,4,4,2,4,4,1,3,1,1,111,1,2,111,111,111,1,1,3,3,1,3,2,2,2,2,3,3,2,1,2,0,1,5,1,2
8390468,,KAWAIISU,,,,111,2,1,1,2,3,1,1,111,111,111,1,111,111,111,111,111,111,2,4,3,3,2,2,111,111,2,3,2,111,2,0,1,5,111,3
3138,,KAZAK,18294,,,2,2,5,5,4,5,4,2,111,3,3,2,3,111,111,111,1,2,2,2,1,3,3,1,1,2,3,1,1,111,4,2,4,111,4,4
8424260,,KEI,18305,,,111,5,4,4,4,3,2,4,1,1,111,1,111,111,111,111,111,111,2,3,1,3,3,1,2,3,3,111,111,1,2,0,1,4,111,111
18500,,KELA,,,,111,5,4,5,2,5,2,3,1,2,1,111,111,111,111,111,111,111,2,1,1,3,3,1,2,3,3,1,111,1,2,0,1,4,111,111
12614724,,KENTU,,,,111,111,3,5,4,5,2,111,111,111,111,111,111,111,111,111,111,111,1,111,111,3,3,1,2,3,3,3,2,111,2,0,111,111,111,111
8421443,,KERAKI,,,,2,2,4,5,4,4,2,4,1,1,111,1,2,111,111,111,1,3,1,2,111,3,3,1,2,3,3,1,2,1,1,1,1,1,1,2
29507,,KERALA,18371,,,8,5,8,5,5,4,3,6,3,3,3,2,3,111,111,111,2,111,4,3,1,1,1,1,111,111,111,3,2,111,5,2,3,4,111,111
4211780,,KEREWE,,,,111,5,4,5,5,2,3,5,2,3,3,111,111,111,111,111,111,111,2,1,111,3,3,1,111,111,111,111,2,1,4,0,3,111,111,111
46147,,KET,18393,,,2,2,2,5,2,1,2,1,111,3,1,111,3,111,111,111,111,111,2,4,3,3,3,1,1,2,3,111,111,111,1,1,1,1,111,111
7492,,KEWEYIPAYA,,,,111,2,1,1,2,5,1,2,3,111,111,1,1,111,111,111,2,1,4,3,3,2,1,1,1,2,3,3,2,111,1,0,1,1,111,111
6325828,,KEYU,,,,111,4,4,4,4,5,3,6,3,3,3,2,1,111,111,111,111,1,2,1,111,3,3,1,2,3,3,3,111,1,3,0,2,111,111,111
1603,,KHALKA,21647,,,1,2,5,5,4,5,4,2,111,3,3,2,2,111,111,111,2,111,2,4,2,3,2,2,2,3,3,3,1,111,4,2,4,4,111,111
8435267,,KHASI,30102,,,2,5,4,4,4,4,2,3,3,3,1,2,1,111,111,111,2,111,4,4,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2
66,,KHEVSUR,,,,111,5,7,5,4,4,3,5,3,3,3,2,1,111,111,111,111,111,2,3,3,3,3,1,2,3,3,1,111,1,1,0,1,1,111,111
10526020,,KHMER,,,,8,5,7,4,5,3,3,5,3,3,1,2,2,111,111,111,2,1,4,3,3,2,2,2,111,111,111,111,3,111,5,0,5,111,2,111
14715460,,KHOND,,,,111,111,3,5,5,5,2,111,111,111,111,111,111,111,111,111,111,111,2,3,3,3,3,1,111,111,111,1,2,111,111,0,111,111,111,111
10524740,,KICKAPOO,,,,111,111,3,3,2,5,1,111,111,111,111,111,111,111,111,111,111,111,1,2,111,3,3,1,111,111,111,3,1,111,111,0,111,111,111,111
8392004,,KIDUTOKADO,,,,1,2,1,2,2,3,1,1,111,111,111,1,1,111,111,111,2,3,1,2,111,2,2,2,1,2,2,3,2,111,1,0,1,2,111,3
55362,,KIKUYU,30174,,,4,5,4,5,5,5,3,5,3,3,3,2,1,111,111,111,1,111,2,1,111,3,3,1,2,3,3,1,1,1,2,1,1,4,3,4
4196676,,KILIWA,,,,111,2,1,2,2,2,1,1,111,111,111,1,1,111,111,111,2,111,2,3,3,3,3,1,111,111,3,1,2,111,1,0,1,4,1,3
10520900,,KIMAM,,,,4,5,4,3,4,4,1,5,1,1,111,1,3,111,111,111,1,2,1,3,1,3,2,2,2,3,2,1,2,1,1,0,1,111,111,3
7236,,KIOWA,18569,,,3,2,2,4,1,5,1,1,111,111,111,1,3,111,111,111,2,111,4,2,111,3,2,2,1,2,111,3,2,111,1,0,2,5,111,111
38978,,KIOWA APAC,,,,111,1,2,3,1,5,1,1,111,111,111,1,3,111,111,111,2,2,3,2,1,1,2,2,1,2,2,3,2,111,1,2,1,111,111,111
8772,,KIPSIGIS,18591,,,111,5,4,5,4,5,3,6,3,3,3,2,2,111,111,111,1,1,2,1,111,3,3,1,2,3,3,3,2,1,2,0,3,1,2,111
12596548,,KISAMA,,,,111,5,4,4,3,5,2,3,3,2,1,111,111,111,111,111,111,1,2,1,1,3,3,1,2,3,3,1,111,1,2,0,2,4,111,111
12353,,KISSI,,,,3,5,4,5,5,5,2,3,3,3,1,111,2,111,111,111,1,111,2,1,1,3,3,1,2,3,3,1,2,1,2,2,2,111,111,111
14729284,,KITOS,,,,5,6,7,4,4,5,2,5,3,3,3,1,1,111,111,111,2,3,4,3,1,3,2,2,2,3,3,1,111,1,2,0,2,6,4,3
9284,,KIWAI,18635,,,111,5,3,4,3,3,1,4,1,111,111,1,2,111,111,111,2,111,1,3,1,3,3,1,111,111,111,1,2,1,1,0,1,1,111,111
60739,,KLAHUSE,,,,111,2,2,3,2,1,1,1,111,111,111,1,3,111,111,111,2,3,3,2,1,3,2,2,111,111,3,3,2,2,3,0,1,1,1,3
61251,,KLALLAM,,,,2,2,2,4,2,1,1,1,111,111,111,1,3,111,111,111,111,3,3,2,1,3,2,2,2,3,2,3,2,111,4,0,1,4,1,3
12583492,,KLAMATH,,,,1,2,2,2,3,1,1,1,111,111,111,1,3,111,111,111,2,3,3,3,1,3,2,2,1,2,2,3,2,111,3,0,1,2,1,3
12585796,,KLIKITAT,,,,111,2,2,2,2,2,1,1,111,111,111,1,3,111,111,111,111,111,3,3,3,1,2,2,111,111,111,3,2,111,3,0,1,111,111,3
8422212,,KOALIB,,,,111,4,4,5,5,5,2,5,3,3,3,111,111,111,111,111,111,3,2,1,1,3,3,1,2,3,3,1,2,1,2,0,2,4,111,111
8428356,,KODI,,,,111,111,3,5,5,5,2,111,111,111,111,111,111,111,111,111,111,111,2,111,111,3,1,2,111,111,111,1,2,111,111,0,111,111,111,111
26691,,KOHISTANI,,,,111,2,8,4,4,5,3,6,3,3,3,2,2,111,111,111,2,111,2,3,3,3,3,1,2,2,2,1,3,111,4,0,2,1,4,111
6328132,,KOIARI,,,,111,5,4,4,3,5,2,4,1,1,111,1,2,111,111,111,111,3,2,2,111,3,3,1,2,2,2,1,2,1,2,0,1,5,111,111
14716484,,KOITA,,,,111,5,4,4,3,4,2,4,1,1,111,1,2,111,111,111,2,1,2,3,3,3,3,1,2,3,2,3,2,1,3,0,1,4,1,111
20548,,KOKO,,,,111,111,3,5,3,4,2,111,111,111,111,111,111,111,111,111,111,3,2,1,111,3,3,1,2,3,3,1,111,111,111,0,111,4,111,111
8435011,,KOL,21869,,,111,5,7,4,5,5,2,5,3,3,1,2,3,111,111,111,2,111,2,3,1,3,2,2,2,3,3,3,2,111,111,0,2,2,111,111
4214852,,KOM,,,,111,111,3,5,4,5,2,111,111,111,111,111,111,111,111,111,111,111,2,1,1,1,1,1,2,1,1,1,111,111,111,0,111,4,111,111
10519620,,KOMA,,,,111,5,4,5,4,3,2,3,3,2,2,111,2,111,111,111,111,111,1,3,3,3,3,1,111,111,111,1,111,1,2,0,1,4,111,111
13892,,KONGO,,,,111,5,4,4,4,4,2,3,1,2,1,2,1,111,111,111,2,1,2,3,3,1,1,1,2,1,1,1,111,1,4,0,2,4,111,111
8406084,,KONJO,,,,111,5,4,5,4,2,2,3,1,2,1,2,3,111,111,111,111,111,2,1,111,3,3,1,111,111,111,1,2,1,1,0,1,4,2,111
4204612,,KONKOMBA,,,,111,4,4,4,4,4,2,3,3,3,1,2,2,111,111,111,2,111,1,1,111,3,3,1,2,3,3,1,2,1,2,0,1,1,2,111
36929,,KONSO,18888,,,6,5,4,5,5,5,2,5,3,3,3,2,2,111,111,111,1,3,4,3,2,2,3,1,2,3,3,1,1,1,3,2,1,6,2,111
10524484,,KOOBE,,,,111,111,2,5,5,1,1,111,111,111,111,111,111,111,111,111,111,111,2,4,1,3,3,1,111,111,111,1,2,111,111,0,111,111,111,111
4223556,,KORANKO,,,,111,5,4,5,4,5,3,3,3,3,3,111,111,111,111,111,111,111,2,2,1,3,3,1,2,3,3,111,111,111,111,0,2,111,111,111
7234,,KOREANS,18932; 24564,,,8,5,8,5,5,3,2,6,3,3,1,2,2,111,111,111,2,2,4,4,2,3,3,1,2,3,3,3,3,1,5,2,3,3,1,4
12609604,,KORO,,,,111,111,3,5,4,5,2,111,111,111,111,111,111,111,111,111,111,1,2,1,1,3,3,1,2,3,3,3,111,111,2,0,111,4,111,111
10519364,,KORONGO,,,,111,4,4,5,4,5,3,3,3,3,3,1,2,111,111,111,2,111,2,3,3,1,1,1,111,111,111,3,3,1,1,0,1,111,111,111
27459,,KORYAK,18976,,,3,2,2,4,4,1,3,1,111,3,1,2,3,111,111,111,2,3,1,3,1,3,2,2,2,3,3,3,3,2,3,1,1,3,3,2
4198212,,KOSO,,,,1,2,1,1,2,5,1,2,3,111,111,1,1,111,111,111,2,111,4,3,3,3,2,2,111,111,2,3,2,111,1,0,1,4,111,3
19780,,KOTA,,,,111,5,4,4,3,5,2,3,2,2,1,2,1,111,111,111,1,3,2,3,3,3,3,1,2,3,3,1,111,111,4,0,1,4,111,111
2130244,,KOTOKO,,,,111,5,4,5,5,2,2,5,3,3,3,1,2,111,111,111,111,111,2,2,1,3,0,111,111,111,111,1,111,111,111,0,3,6,4,111
10520644,,KOYA,19031,,,111,111,3,4,5,5,2,111,111,111,111,111,111,111,111,111,111,111,111,2,1,3,3,1,2,3,3,1,2,111,111,0,111,4,111,111
4161,,KPE,,,,2,5,4,5,4,4,3,3,1,3,1,2,1,111,111,111,111,111,2,1,111,3,1,2,2,3,111,1,111,1,3,1,1,1,2,111
4206660,,KPELLE,19053,,,4,5,4,4,4,4,2,3,3,3,1,2,1,111,111,111,1,1,2,2,111,3,3,1,2,3,3,1,111,1,3,0,2,6,2,4
12610628,,KRAN,,,,3,5,4,5,4,4,2,3,3,3,1,111,111,111,111,111,111,111,2,1,111,3,3,1,111,111,3,1,111,1,2,0,2,4,111,111
27972,,KRU,19086,,,111,5,4,5,5,2,2,3,3,3,1,111,111,111,111,111,111,111,2,1,111,3,3,1,111,111,111,111,111,111,111,0,2,4,111,111
54338,,KUBA,11452,,,3,3,4,5,4,3,2,3,3,2,1,2,1,111,111,111,1,111,2,3,1,1,1,1,1,2,1,1,2,111,5,2,3,3,2,4
4229956,,KUBU,,,,111,1,2,2,2,3,1,4,1,111,111,1,3,111,111,111,2,1,1,3,3,2,2,2,111,111,2,111,111,111,1,0,1,111,111,111
6331460,,KUIKURU,19141,,,3,5,3,4,5,3,1,3,1,111,111,1,3,111,111,111,2,111,4,3,3,3,2,2,111,111,111,3,2,2,1,0,1,4,1,1
4232772,,KUKI,,,,111,111,3,5,4,5,2,111,111,111,111,111,111,111,111,111,111,111,2,2,2,3,3,1,111,111,111,1,1,111,111,0,111,111,111,111
2131268,,KUKU,,,,111,5,4,5,4,5,3,5,3,3,3,2,2,111,111,111,1,111,2,1,111,3,3,1,2,3,3,1,111,1,5,0,2,4,2,111
8415044,,KUKURUKU,,,,6,5,4,5,4,4,2,3,1,3,1,111,111,111,111,111,2,111,2,2,1,3,2,2,111,111,111,1,111,1,3,0,2,4,111,111
30020,,KULANGO,,,,3,5,4,4,4,5,2,3,1,2,1,111,111,111,111,111,2,111,4,2,1,2,1,1,2,1,1,3,111,1,2,0,1,4,111,111
12601924,,KUMU,,,,2,5,4,5,2,5,2,3,2,2,1,111,111,111,111,111,111,111,2,1,111,3,3,1,2,3,3,1,111,1,1,0,1,111,111,111
835,,KUMYK,,,,111,5,7,5,5,5,3,5,3,3,3,2,111,111,111,111,111,111,2,3,3,2,2,2,111,111,111,2,3,111,111,0,111,111,4,111
12605252,,KUNAMA,,,,111,5,4,4,4,5,2,3,3,3,3,1,2,111,111,111,1,1,2,3,3,2,1,1,2,1,1,111,111,1,2,0,1,1,111,111
12598084,,KUNDA,,,,2,5,4,4,4,4,1,3,3,2,1,111,111,111,111,111,111,111,1,1,111,1,1,1,2,1,1,3,2,1,1,0,3,4,111,111
20036,,KUNDU,,,,4,5,4,5,4,4,2,3,2,3,1,111,111,111,111,111,111,111,2,1,111,3,3,1,2,3,3,1,111,1,2,0,1,4,111,111
32831,,KUNG,19262,,,1,1,1,1,3,5,1,1,111,111,111,1,1,111,111,111,1,3,1,3,1,2,2,2,1,2,2,3,3,111,1,1,1,4,3,2
10532932,,KUNTA,19295,,,111,2,5,3,5,5,4,5,3,3,3,111,3,111,111,111,2,111,2,4,3,3,3,1,2,2,2,1,111,111,5,0,2,4,4,111
31812,,KURAMA,,,,111,5,3,4,4,5,2,3,3,111,111,111,111,111,111,111,111,111,2,1,1,3,3,1,111,111,111,1,2,111,111,0,1,111,111,111
10535492,,KURDS,19328,,,111,2,8,5,5,4,3,6,3,2,2,2,3,111,111,111,111,111,2,3,3,3,2,2,2,3,111,2,111,111,111,0,3,111,4,111
8771,,KURTATCHI,27132,,,3,4,4,4,4,3,2,4,1,1,111,1,1,111,111,111,1,1,2,1,111,2,1,2,111,111,111,3,2,1,3,1,1,4,1,2
55107,,KUSAIANS,,,,111,5,6,5,5,2,2,4,2,1,111,1,3,111,111,111,1,1,4,3,3,3,1,1,111,111,111,3,2,1,3,0,3,111,2,111
8418884,,KUSASI,,,,111,5,4,5,5,5,3,5,3,3,3,2,3,111,111,111,111,111,2,2,1,3,1,2,111,111,111,1,2,1,1,0,1,4,2,111
8448579,,KUTCHIN,,,,1,2,2,4,2,1,1,1,111,111,111,1,3,111,111,111,1,1,4,3,3,3,1,1,2,3,111,3,2,111,3,0,2,4,1,3
48707,,KUTENAI,19394,,,111,2,2,2,2,2,1,1,111,111,111,1,3,111,111,111,2,2,4,3,3,3,2,2,1,2,3,3,2,111,2,1,2,5,2,3
4212804,,KUTSHU,,,,111,5,4,5,3,3,2,3,1,2,1,111,1,111,111,111,111,111,2,1,1,3,3,1,2,3,3,3,2,1,2,0,2,4,111,111
12594244,,KUTUBU,,,,111,5,4,2,4,5,2,4,1,1,111,1,1,111,111,111,1,3,2,2,1,1,3,1,2,3,3,3,2,1,1,0,1,111,111,111
4197956,,KUTUIDOKAD,,,,1,2,1,1,3,2,1,1,111,111,111,1,1,111,111,111,2,111,4,3,3,1,2,2,1,2,2,3,2,111,1,0,1,2,1,3
12621636,,KWAIO,,,,111,111,3,5,3,2,1,111,111,111,111,111,111,111,111,111,111,111,2,3,3,3,2,2,111,111,111,3,2,111,111,0,111,111,111,111
11075,,KWAKIUTL,19460,,,111,5,2,2,3,1,1,1,111,111,111,1,3,111,111,111,2,3,3,3,1,3,2,2,111,111,3,3,2,1,4,0,2,4,111,3
4210756,,KWERE,,,,111,4,4,5,4,4,2,3,3,2,1,2,1,111,111,111,111,111,2,1,111,1,1,1,2,1,1,1,2,1,2,0,1,6,2,111
12591940,,KWOMA,,,,111,4,4,2,3,5,2,4,1,1,111,1,2,111,111,111,111,1,2,2,111,3,3,1,2,3,3,1,1,1,1,0,1,1,1,2
62275,,LABRADOR E,,,,1,2,2,5,2,1,1,1,111,111,111,1,3,111,111,111,2,1,2,3,1,3,2,2,1,2,2,3,111,111,1,0,1,4,111,3
34372,,LABWOR,,,,111,5,4,5,4,5,2,3,3,3,3,2,2,111,111,111,1,111,2,111,111,111,3,1,2,3,3,111,111,1,111,0,2,4,111,111
6339140,,LACANDON,19526,,,111,5,3,5,3,3,1,3,3,111,111,1,3,111,111,111,2,3,4,2,1,3,3,1,111,111,111,1,111,111,1,0,111,111,2,111
